mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.59,"10 km SE of Matthews, Missouri",1662107786880,1663221503040,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60406967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60406967&format=geojson,2.0,2.0,,,reviewed,0,104,nm,60406967,",nm60406967,us7000i4l6,",",nm,us,",",dyfi,origin,phase-data,",67.0,0.02317,0.1,39.0,md,earthquake,"M 2.6 - 10 km SE of Matthews, Missouri"
2.0,western Texas,1662107717142,1662455983296,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022relt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022relt&format=geojson,,,,,reviewed,0,62,tx,2022relt,",tx2022relt,",",tx,",",origin,phase-data,",17.0,0.03333732497,0.2,56.0,ml,earthquake,M 2.0 - western Texas
-0.54,,1662107701780,1662196623540,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070343&format=geojson,,,,,reviewed,0,0,av,91070343,",av91070343,",",av,",",origin,phase-data,",5.0,,0.1,132.0,ml,earthquake,M -0.5 - 
0.45,"5km W of Cobb, CA",1662107633330,1662108490015,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774580&format=geojson,,,,,automatic,0,3,nc,73774580,",nc73774580,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01302,0.02,123.0,md,earthquake,"M 0.5 - 5km W of Cobb, CA"
1.44,"17km NNE of Shingletown, CA",1662107578060,1662121810474,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774575&format=geojson,,,,,reviewed,0,32,nc,73774575,",nc73774575,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.09401,0.19,52.0,md,earthquake,"M 1.4 - 17km NNE of Shingletown, CA"
2.1,"5km NE of Pinnacles, CA",1662107417820,1662141551305,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774570,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774570&format=geojson,,,,,reviewed,0,68,nc,73774570,",nc73774570,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.04709,0.15,66.0,md,earthquake,"M 2.1 - 5km NE of Pinnacles, CA"
1.77,"10 km SE of Matthews, Missouri",1662107361400,1662132794820,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60406977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60406977&format=geojson,,,,,reviewed,0,48,nm,60406977,",nm60406977,",",nm,",",origin,phase-data,",28.0,0.02825,0.12,50.0,md,earthquake,"M 1.8 - 10 km SE of Matthews, Missouri"
0.5,"34 km SE of Mina, Nevada",1662107219130,1662107462462,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846283&format=geojson,,,,,automatic,0,4,nn,00846283,",nn00846283,",",nn,",",origin,phase-data,",8.0,0.136,0.1634,191.92,ml,earthquake,"M 0.5 - 34 km SE of Mina, Nevada"
0.48,"85 km NNW of Karluk, Alaska",1662107096830,1662196350720,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673261&format=geojson,,,,,reviewed,0,4,av,91673261,",av91673261,",",av,",",origin,phase-data,",16.0,,0.14,65.0,ml,earthquake,"M 0.5 - 85 km NNW of Karluk, Alaska"
1.31,"18km NE of San Martin, CA",1662107069120,1662153432511,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774565,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774565&format=geojson,,,,,reviewed,0,26,nc,73774565,",nc73774565,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.04989,0.07,56.0,md,earthquake,"M 1.3 - 18km NE of San Martin, CA"
2.91,"5km NE of Pinnacles, CA",1662107009010,1663221426040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774560,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774560&format=geojson,2.0,2.0,,,reviewed,0,131,nc,73774560,",nc73774560,us7000i4l3,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",60.0,0.04354,0.23,66.0,md,earthquake,"M 2.9 - 5km NE of Pinnacles, CA"
1.27,"10km SE of Pinnacles, CA",1662106964960,1662151812351,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774555,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774555&format=geojson,,,,,reviewed,0,25,nc,73774555,",nc73774555,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.009987,0.17,55.0,md,earthquake,"M 1.3 - 10km SE of Pinnacles, CA"
-0.09,"85 km NNW of Karluk, Alaska",1662106829630,1662196058310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673256&format=geojson,,,,,reviewed,0,0,av,91673256,",av91673256,ak022b9bjtcd,",",av,ak,",",origin,phase-data,",11.0,,0.13,74.0,ml,earthquake,"M -0.1 - 85 km NNW of Karluk, Alaska"
2.0,"56 km NW of Toyah, Texas",1662106699307,1662143843185,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022rele,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022rele&format=geojson,,,,,reviewed,0,62,tx,2022rele,",tx2022rele,",",tx,",",origin,phase-data,",17.0,0.1561534283,0.2,58.0,ml,earthquake,"M 2.0 - 56 km NW of Toyah, Texas"
1.2,"53 km W of Nanwalek, Alaska",1662106667204,1662106770839,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9bj8n4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9bj8n4&format=geojson,,,,,automatic,0,22,ak,022b9bj8n4,",ak022b9bj8n4,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.2 - 53 km W of Nanwalek, Alaska"
0.29,"2km W of Anderson Springs, CA",1662106566680,1662142514429,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774550,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774550&format=geojson,,,,,reviewed,0,1,nc,73774550,",nc73774550,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.00871,0.05,72.0,md,earthquake,"M 0.3 - 2km W of Anderson Springs, CA"
1.64,"12km W of Niland, CA",1662106519980,1662136284350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094911&format=geojson,,,,,reviewed,0,41,ci,40094911,",ci40094911,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.05953,0.19,44.0,ml,earthquake,"M 1.6 - 12km W of Niland, CA"
0.66,"63 km E of Ugashik, Alaska",1662106194190,1662283376470,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673241&format=geojson,,,,,reviewed,0,7,av,91673241,",av91673241,",",av,",",origin,phase-data,",4.0,,0.07,275.0,ml,earthquake,"M 0.7 - 63 km E of Ugashik, Alaska"
0.71,"17 km SE of Waynoka, Oklahoma",1662106135070,1662479686308,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022rekw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022rekw&format=geojson,,,,,reviewed,0,8,ok,2022rekw,",ok2022rekw,",",ok,",",origin,phase-data,",23.0,0.03599293696,0.13,88.0,ml,earthquake,"M 0.7 - 17 km SE of Waynoka, Oklahoma"
1.05,"63 km E of Ugashik, Alaska",1662106026360,1662195696140,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673236&format=geojson,,,,,reviewed,0,17,av,91673236,",av91673236,",",av,",",origin,phase-data,",5.0,,0.11,282.0,ml,earthquake,"M 1.1 - 63 km E of Ugashik, Alaska"
1.6,"36 km NNE of Chenega, Alaska",1662105877645,1662106005982,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9bgflg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9bgflg&format=geojson,,,,,automatic,0,39,ak,022b9bgflg,",ak022b9bgflg,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.6 - 36 km NNE of Chenega, Alaska"
0.98,"4 km ESE of Minco, Oklahoma",1662105713179,1662124641184,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022rekp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022rekp&format=geojson,,,,,reviewed,0,15,ok,2022rekp,",ok2022rekp,",",ok,",",origin,phase-data,",47.0,0.08998234239,0.48,63.0,ml,earthquake,"M 1.0 - 4 km ESE of Minco, Oklahoma"
0.48,"6 km NE of Magna, Utah",1662105672220,1662134885430,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513267,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513267&format=geojson,,,,,reviewed,0,4,uu,60513267,",uu60513267,",",uu,",",origin,phase-data,",10.0,0.02566,0.18,115.0,md,earthquake,"M 0.5 - 6 km NE of Magna, Utah"
2.11,"26km SE of Bodie, CA",1662105525270,1662148301991,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774545,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774545&format=geojson,,,,,reviewed,0,68,nc,73774545,",nc73774545,nn00846278,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.2178,0.13,99.0,md,earthquake,"M 2.1 - 26km SE of Bodie, CA"
0.11,"13 km NW of Pawnee, Oklahoma",1662105346740,1662124148799,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022rekl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022rekl&format=geojson,,,,,reviewed,0,0,ok,2022rekl,",ok2022rekl,",",ok,",",origin,phase-data,",20.0,0.02159576217,0.1,69.0,ml,earthquake,"M 0.1 - 13 km NW of Pawnee, Oklahoma"
0.59,"2km ESE of The Geysers, CA",1662104879850,1662105850739,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774540,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774540&format=geojson,,,,,automatic,0,5,nc,73774540,",nc73774540,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01177,0.03,75.0,md,earthquake,"M 0.6 - 2km ESE of The Geysers, CA"
2.3,Southern Alaska,1662104761197,1663221337040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9b3x93,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9b3x93&format=geojson,,,,,automatic,0,81,ak,022b9b3x93,",us7000i4kt,ak022b9b3x93,",",us,ak,",",origin,phase-data,",,,0.67,,ml,earthquake,M 2.3 - Southern Alaska
1.9,"39 km WNW of Tyonek, Alaska",1662104454919,1662104561631,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9b2r3n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9b2r3n&format=geojson,,,,,automatic,0,56,ak,022b9b2r3n,",ak022b9b2r3n,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.9 - 39 km WNW of Tyonek, Alaska"
0.11,"15km ESE of Anza, CA",1662104359740,1662133533666,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37513629,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37513629&format=geojson,,,,,reviewed,0,0,ci,37513629,",ci37513629,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.05846,0.13,85.0,ml,earthquake,"M 0.1 - 15km ESE of Anza, CA"
0.52,"1km SSE of Placentia, CA",1662104359610,1662133637890,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094903&format=geojson,,,,,reviewed,0,4,ci,40094903,",ci40094903,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.07001,0.18,198.0,ml,earthquake,"M 0.5 - 1km SSE of Placentia, CA"
0.25,"15 km SE of West Yellowstone, Montana",1662103900610,1662134910780,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513262&format=geojson,,,,,reviewed,0,1,uu,60513262,",uu60513262,",",uu,",",origin,phase-data,",9.0,0.08429,0.11,141.0,md,earthquake,"M 0.3 - 15 km SE of West Yellowstone, Montana"
0.3,"29 km SE of Mina, Nevada",1662103704442,1662103942192,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846277&format=geojson,,,,,automatic,0,1,nn,00846277,",nn00846277,",",nn,",",origin,phase-data,",8.0,0.176,0.111,178.17,ml,earthquake,"M 0.3 - 29 km SE of Mina, Nevada"
-0.07,"85 km NW of Karluk, Alaska",1662103228190,1662195353340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673216&format=geojson,,,,,reviewed,0,0,av,91673216,",av91673216,",",av,",",origin,phase-data,",6.0,,0.07,129.0,ml,earthquake,"M -0.1 - 85 km NW of Karluk, Alaska"
1.1,"47 km NW of Tatitlek, Alaska",1662103197845,1662142586460,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9ay8cz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9ay8cz&format=geojson,,,,,reviewed,0,19,ak,022b9ay8cz,",ak022b9ay8cz,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.1 - 47 km NW of Tatitlek, Alaska"
1.66,"5km WNW of Hamilton Branch, CA",1662103115190,1662151034276,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774535&format=geojson,,,,,reviewed,0,42,nc,73774535,",nc73774535,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.04897,0.12,89.0,md,earthquake,"M 1.7 - 5km WNW of Hamilton Branch, CA"
2.42,"6 km SE of Maria Antonia, Puerto Rico",1662103091260,1662104444790,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369328&format=geojson,,,,,reviewed,0,90,pr,71369328,",pr71369328,",",pr,",",origin,phase-data,",6.0,,0.09,284.0,md,earthquake,"M 2.4 - 6 km SE of Maria Antonia, Puerto Rico"
5.0,"265 km NNE of Bamboo Flat, India",1662102785222,1663221139040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4kj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4kj&format=geojson,,,3.744,,reviewed,0,385,us,7000i4kj,",ak022b9aw8b9,us7000i4kj,",",ak,us,",",origin,phase-data,shakemap,",123.0,5.352,0.71,45.0,mww,earthquake,"M 5.0 - 265 km NNE of Bamboo Flat, India"
0.2,"11 km N of Hawthorne, Nevada",1662102779723,1662103002110,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846276&format=geojson,,,,,automatic,0,1,nn,00846276,",nn00846276,",",nn,",",origin,phase-data,",8.0,0.061,0.4944,191.76,ml,earthquake,"M 0.2 - 11 km N of Hawthorne, Nevada"
1.78,southeastern Missouri,1662102654880,1662130099180,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60406962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60406962&format=geojson,,,,,reviewed,0,49,nm,60406962,",nm60406962,",",nm,",",origin,phase-data,",33.0,0.02515,0.07,56.0,md,earthquake,M 1.8 - southeastern Missouri
2.1,"55 km NW of Toyah, Texas",1662102626498,1662142346740,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022reiy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022reiy&format=geojson,,,,,reviewed,0,68,tx,2022reiy,",tx2022reiy,",",tx,",",origin,phase-data,",19.0,0.07070282841,0.2,72.0,ml,earthquake,"M 2.1 - 55 km NW of Toyah, Texas"
0.83,"10km NE of Borrego Springs, CA",1662102430910,1662152616140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094895&format=geojson,,,,,reviewed,0,11,ci,40094895,",ci40094895,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.05394,0.17,53.0,ml,earthquake,"M 0.8 - 10km NE of Borrego Springs, CA"
2.52,"1 km WSW of Tallaboa, Puerto Rico",1662102262480,1662103478010,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369318&format=geojson,,,,,reviewed,0,98,pr,71369318,",pr71369318,",",pr,",",origin,phase-data,",16.0,,0.12,148.0,md,earthquake,"M 2.5 - 1 km WSW of Tallaboa, Puerto Rico"
2.2,western Texas,1662102216649,1662863855120,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022reir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022reir&format=geojson,,,,,reviewed,0,74,tx,2022reir,",tx2022reir,",",tx,",",origin,phase-data,",29.0,0.05325035635,0.3,87.0,ml,earthquake,M 2.2 - western Texas
1.99000001,"5 km ENE of P?hala, Hawaii",1662102031490,1662102227230,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73128857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73128857&format=geojson,,,,,automatic,0,61,hv,73128857,",hv73128857,",",hv,",",origin,phase-data,",35.0,,0.140000001,127.0,md,earthquake,"M 2.0 - 5 km ENE of P?hala, Hawaii"
1.82,"12km SSE of Redway, CA",1662102015460,1662161712291,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774530,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774530&format=geojson,,,,,reviewed,0,51,nc,73774530,",nc73774530,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.08166,0.17,84.0,md,earthquake,"M 1.8 - 12km SSE of Redway, CA"
0.9,northern Alaska,1662101788715,1662101931712,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9akoxj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9akoxj&format=geojson,,,,,automatic,0,12,ak,022b9akoxj,",ak022b9akoxj,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,M 0.9 - northern Alaska
0.64,"27km W of Inyokern, CA",1662101420900,1662151856423,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094887&format=geojson,,,,,reviewed,0,6,ci,40094887,",ci40094887,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.1127,0.13,95.0,ml,earthquake,"M 0.6 - 27km W of Inyokern, CA"
2.6,"13 km NE of Wells, Nevada",1662101407778,1663220661188,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4kc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4kc&format=geojson,2.0,2.2,,,reviewed,0,104,us,7000i4kc,",us7000i4kc,",",us,",",dyfi,origin,phase-data,",15.0,0.54,0.65,95.0,ml,earthquake,"M 2.6 - 13 km NE of Wells, Nevada"
4.4,"Crete, Greece",1662101392332,1663220477975,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4kd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4kd&format=geojson,2.0,3.1,,,reviewed,0,298,us,7000i4kd,",us7000i4kd,",",us,",",dyfi,origin,phase-data,",48.0,1.358,0.85,110.0,mb,earthquake,"M 4.4 - Crete, Greece"
-0.45,"65 km ENE of Pedro Bay, Alaska",1662101362370,1662193983330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673206&format=geojson,,,,,reviewed,0,0,av,91673206,",av91673206,",",av,",",origin,phase-data,",5.0,,0.14,191.0,ml,earthquake,"M -0.5 - 65 km ENE of Pedro Bay, Alaska"
0.81,"13km N of Morongo Valley, CA",1662101155120,1662151531203,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094879&format=geojson,,,,,reviewed,0,10,ci,40094879,",ci40094879,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.1352,0.12,101.0,ml,earthquake,"M 0.8 - 13km N of Morongo Valley, CA"
2.1,"54 km S of Whites City, New Mexico",1662101115283,1662147927023,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022reid,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022reid&format=geojson,,,,,reviewed,0,68,tx,2022reid,",tx2022reid,",",tx,",",origin,phase-data,",21.0,0.08234587462,0.2,53.0,ml,earthquake,"M 2.1 - 54 km S of Whites City, New Mexico"
3.62,Virgin Islands,1662100998380,1663220219040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022245001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022245001&format=geojson,,,,,reviewed,0,202,pr,2022245001,",us7000i4kl,pr2022245001,",",us,pr,",",origin,phase-data,",15.0,0.8401,0.42,308.0,md,earthquake,M 3.6 - Virgin Islands
1.5,"43 km W of Anchor Point, Alaska",1662100964522,1662101064438,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9ahq4k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9ahq4k&format=geojson,,,,,automatic,0,35,ak,022b9ahq4k,",ak022b9ahq4k,",",ak,",",origin,phase-data,",,,0.19,,ml,earthquake,"M 1.5 - 43 km W of Anchor Point, Alaska"
4.0,"Izu Islands, Japan region",1662100894135,1663219895040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000iif8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000iif8&format=geojson,,,,,reviewed,0,246,us,6000iif8,",us6000iif8,",",us,",",origin,phase-data,",13.0,3.056,0.63,132.0,mb,earthquake,"M 4.0 - Izu Islands, Japan region"
1.7,"128 km ENE of Anaktuvuk Pass, Alaska",1662100876861,1662101324649,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9ahg9g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9ahg9g&format=geojson,,,,,automatic,0,44,ak,022b9ahg9g,",ak022b9ahg9g,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.7 - 128 km ENE of Anaktuvuk Pass, Alaska"
0.7,"5km SE of Mentone, CA",1662100846200,1662150743334,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094871&format=geojson,,,,,reviewed,0,8,ci,40094871,",ci40094871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.06901,0.15,61.0,ml,earthquake,"M 0.7 - 5km SE of Mentone, CA"
1.13,"13km N of Morongo Valley, CA",1662099820760,1662148691950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094863&format=geojson,,,,,reviewed,0,20,ci,40094863,",ci40094863,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.1366,0.12,40.0,ml,earthquake,"M 1.1 - 13km N of Morongo Valley, CA"
1.04,"2km WSW of Anderson Springs, CA",1662099422230,1662099971153,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774525,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774525&format=geojson,,,,,automatic,0,17,nc,73774525,",nc73774525,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01122,0.02,125.0,md,earthquake,"M 1.0 - 2km WSW of Anderson Springs, CA"
0.01,"85 km NNW of Karluk, Alaska",1662099330030,1662193682630,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673196&format=geojson,,,,,reviewed,0,0,av,91673196,",av91673196,",",av,",",origin,phase-data,",12.0,,0.12,69.0,ml,earthquake,"M 0.0 - 85 km NNW of Karluk, Alaska"
0.16,"86 km NNW of Karluk, Alaska",1662098973430,1662193446350,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673191&format=geojson,,,,,reviewed,0,0,av,91673191,",av91673191,",",av,",",origin,phase-data,",10.0,,0.16,89.0,ml,earthquake,"M 0.2 - 86 km NNW of Karluk, Alaska"
1.99000001,"11 km E of P?hala, Hawaii",1662098313790,1662098502890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73128802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73128802&format=geojson,,,,,automatic,0,61,hv,73128802,",hv73128802,",",hv,",",origin,phase-data,",42.0,,0.140000001,165.0,md,earthquake,"M 2.0 - 11 km E of P?hala, Hawaii"
2.37,"10 km S of Indios, Puerto Rico",1662097814800,1662098715480,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369303&format=geojson,,,,,reviewed,0,86,pr,71369303,",pr71369303,",",pr,",",origin,phase-data,",6.0,,0.17,301.0,md,earthquake,"M 2.4 - 10 km S of Indios, Puerto Rico"
0.86,"10km NW of The Geysers, CA",1662097223530,1662097322595,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774520&format=geojson,,,,,automatic,0,11,nc,73774520,",nc73774520,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.001859,0.02,124.0,md,earthquake,"M 0.9 - 10km NW of The Geysers, CA"
1.41,"17km E of Arvin, CA",1662096890320,1662684816620,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094855&format=geojson,,,,,reviewed,0,31,ci,40094855,",ci40094855,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29.0,0.04753,0.13,64.0,ml,earthquake,"M 1.4 - 17km E of Arvin, CA"
1.2,"62 km E of Ugashik, Alaska",1662096632210,1662193218120,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673186&format=geojson,,,,,reviewed,0,22,av,91673186,",av91673186,",",av,",",origin,phase-data,",5.0,,0.14,280.0,ml,earthquake,"M 1.2 - 62 km E of Ugashik, Alaska"
0.66,"12km ENE of Cloverdale, CA",1662096525920,1662097511283,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774510,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774510&format=geojson,,,,,automatic,0,7,nc,73774510,",nc73774510,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.004215,0.02,98.0,md,earthquake,"M 0.7 - 12km ENE of Cloverdale, CA"
